person_id,immigrant_status,age
138393605,UK-born,61
138393609,UK-born,58
138401095,UK-born,24
138433729,UK-born,45
138433733,UK-born,26
138433737,UK-born,25
138433741,UK-born,23
138446645,UK-born,62
138446653,UK-born,54
138454972,UK-born,43
138456169,Migrant,62
138456173,UK-born,34
138456177,UK-born,31
138468496,UK-born,45
138498325,UK-born,51
138498329,UK-born,53
138503085,UK-born,49
138503089,missing,54
138519407,UK-born,57
138519411,Migrant,58
138529605,UK-born,46
138529906,missing,28
138551367,UK-born,49
138551371,Migrant,26
138551375,UK-born,24
138551379,UK-born,21
138551383,missing,18
138577893,UK-born,39
138579245,UK-born,48
138579249,UK-born,28
138579253,UK-born,53
138584128,UK-born,55
138588089,UK-born,53
138588101,UK-born,28
138588105,missing,23
138588765,UK-born,51
138588769,UK-born,52
138588773,UK-born,20
138588777,missing,18
138590129,UK-born,64
138604562,missing,16
138611362,missing,16
138623449,UK-born,52
138631694,UK-born,54
138638544,missing,55
138643165,UK-born,46
138643173,missing,18
138658125,UK-born,43
138658133,missing,19
138658137,missing,17
138660845,UK-born,49
138660849,UK-born,50
138660853,UK-born,22
138660857,UK-born,21
138662885,UK-born,48
138662889,UK-born,46
138662893,UK-born,21
138669005,UK-born,53
138669009,UK-born,51
138669013,missing,19
138679288,UK-born,34
138679386,missing,21
138691447,UK-born,51
138691451,UK-born,64
138691463,UK-born,21
138692125,UK-born,56
138692129,UK-born,55
138692133,UK-born,26
138692137,UK-born,25
138694165,UK-born,57
138721371,UK-born,46
138733740,UK-born,34
138745175,UK-born,55
138745179,UK-born,51
138746531,UK-born,63
138748575,UK-born,37
138749927,UK-born,49
138749931,UK-born,52
138750607,UK-born,64
138750611,UK-born,61
138750615,UK-born,33
138750619,UK-born,30
138751975,UK-born,20
138755371,UK-born,62
138760946,missing,45
138768967,UK-born,51
138778487,UK-born,60
138778495,UK-born,34
138779847,UK-born,64
138779851,UK-born,61
138779855,UK-born,32
138779859,UK-born,29
138779863,UK-born,24
138782567,UK-born,55
138782571,UK-born,35
138783247,Migrant,49
138783251,Migrant,44
138783255,missing,16
138788007,UK-born,64
138788011,UK-born,62
138788019,UK-born,29
138788023,UK-born,24
138788027,UK-born,24
138790051,UK-born,56
138790727,UK-born,53
138790735,UK-born,22
138790739,UK-born,21
138794127,UK-born,60
138794131,UK-born,52
138795487,UK-born,55
138802287,UK-born,64
138802291,UK-born,60
138802295,missing,26
138804325,UK-born,49
138806367,UK-born,63
138814531,UK-born,64
138814535,UK-born,57
138820645,UK-born,47
138820649,UK-born,43
138826765,UK-born,46
138827445,UK-born,45
138839685,UK-born,61
138839689,UK-born,26
138843767,UK-born,54
138843771,UK-born,56
138843775,UK-born,22
138843779,missing,19
139012528,Migrant,56
139043685,UK-born,55
139043689,UK-born,53
139043693,UK-born,25
139043697,missing,20
139066805,UK-born,44
139066809,UK-born,46
139070205,UK-born,44
139070209,UK-born,48
139070217,missing,17
139114666,missing,25
139116445,UK-born,50
139116449,UK-born,49
139116453,UK-born,21
139116457,UK-born,20
139125965,UK-born,63
139136165,UK-born,61
139151805,UK-born,51
139151809,UK-born,55
139151813,UK-born,25
139176285,UK-born,48
139176289,UK-born,46
139181045,UK-born,50
139181049,UK-born,49
139195325,UK-born,48
139195329,UK-born,48
139266045,UK-born,56
139281685,UK-born,46
139281689,UK-born,42
139282365,UK-born,44
139282369,UK-born,41
139282373,missing,18
139291340,Migrant,41
139387085,UK-born,49
139387089,UK-born,27
139387093,UK-born,46
139387097,missing,18
139419725,UK-born,43
139419729,UK-born,42
139423125,UK-born,64
139434770,UK-born,41
139434810,missing,19
139440805,UK-born,52
139440809,UK-born,51
139440813,UK-born,25
139440817,UK-born,23
139440821,missing,17
139440940,UK-born,33
139492485,UK-born,38
139577485,UK-born,61
139577489,UK-born,60
139577493,UK-born,29
139577497,UK-born,26
139608773,UK-born,57
139617696,UK-born,36
139621005,UK-born,61
139621009,UK-born,60
139621017,UK-born,31
139625765,UK-born,55
139625769,UK-born,23
139625773,UK-born,22
139627805,UK-born,59
139627809,UK-born,60
139633925,UK-born,44
139633929,missing,18
139635965,UK-born,52
139638096,Migrant,49
139638685,UK-born,42
139691725,UK-born,46
139691729,UK-born,48
139691733,UK-born,26
139691737,UK-born,24
139691741,missing,18
139746805,UK-born,53
139746809,UK-born,59
139746813,missing,24
139746817,UK-born,21
139774100,UK-born,37
139774170,Migrant,42
139783525,UK-born,54
139783529,UK-born,48
139783533,UK-born,22
139783537,UK-born,20
139805285,UK-born,42
139805289,UK-born,46
139814882,Migrant,50
139814922,missing,17
139829765,UK-born,42
139829769,UK-born,42
139835336,Migrant,20
139875325,UK-born,57
139883485,UK-born,40
139883489,missing,17
139929725,UK-born,53
139944780,Migrant,33
140011325,UK-born,48
140011329,Migrant,50
140029685,UK-born,43
140073338,missing,46
140080258,UK-born,54
140093706,missing,48
140127722,missing,16
140154900,UK-born,38
140175376,UK-born,30
140209342,missing,19
140358898,UK-born,36
140379302,missing,37
140392928,UK-born,62
140392968,Migrant,51
140441170,Migrant,47
140460906,missing,34
140461738,UK-born,34
140501742,UK-born,53
140624122,missing,16
140644496,UK-born,38
140644536,missing,16
140651300,UK-born,58
140766900,UK-born,34
140841692,UK-born,44
140841818,Migrant,22
140896136,Migrant,47
140923322,missing,16
140936932,UK-born,39
141072940,UK-born,44
141161414,Migrant,39
141290564,UK-born,47
141385770,UK-born,37
141528502,UK-born,30
141596542,missing,36
141617580,UK-born,32
141630664,Migrant,33
141726386,missing,30
141752922,missing,16
142011300,UK-born,33
142052262,missing,54
142263584,UK-born,37
142269746,missing,60
142303696,UK-born,48
142344500,UK-born,42
142378492,UK-born,45
142378504,UK-born,54
142378544,UK-born,21
142487322,UK-born,22
142528224,UK-born,56
142576386,missing,30
142589362,missing,17
142596776,UK-born,38
142704986,missing,18
142786492,UK-born,39
142814370,UK-born,47
142814410,missing,19
142834142,missing,37
142997290,UK-born,35
143126486,Migrant,52
143126620,UK-born,40
143133300,UK-born,60
143146890,UK-born,33
143146930,missing,17
143194484,Migrant,53
143242138,UK-born,52
143344144,Migrant,41
143405384,UK-born,29
143405424,UK-born,30
143425736,UK-born,56
143554976,UK-born,44
143575288,UK-born,42
143609300,missing,56
143622888,UK-born,34
143833696,UK-born,45
143840536,UK-born,40
144017402,missing,16
144037976,UK-born,25
144098938,UK-born,37
144180574,missing,61
144330774,UK-born,42
144377768,UK-born,32
144405564,Migrant,37
144806098,UK-born,39
144887690,UK-born,37
144969532,missing,20
144976092,UK-born,31
144982962,missing,16
144989690,UK-born,38
145146090,UK-born,43
145384166,UK-born,33
145574484,UK-born,57
145636372,UK-born,42
146037570,UK-born,39
146206884,Migrant,53
146410964,UK-born,20
146411004,missing,19
147111968,UK-born,43
147485286,UK-born,44
147533644,UK-born,34
149001724,UK-born,27
149670733,UK-born,36
149670737,UK-born,34
149683645,UK-born,62
149683649,UK-born,64
149683653,missing,35
149683657,UK-born,29
149704045,UK-born,61
149704049,UK-born,62
149704057,UK-born,35
149704061,UK-born,24
149731249,UK-born,54
149738057,UK-born,39
149842093,UK-born,32
149842765,UK-born,56
149842769,UK-born,58
149842773,missing,34
149842777,UK-born,30
149897853,UK-born,35
149898593,UK-born,41
149899205,UK-born,48
149899209,UK-born,49
149901925,UK-born,62
149901929,UK-born,61
149901933,UK-born,36
149961097,UK-born,25
149994473,UK-born,45
150122245,UK-born,63
150122257,missing,20
150235125,UK-born,44
150235133,UK-born,22
150301765,UK-born,42
150375885,Migrant,62
150375889,UK-born,64
150423485,UK-born,48
150423493,UK-born,23
150470409,UK-born,34
150487405,UK-born,55
150487417,UK-born,26
150487421,UK-born,49
150502365,UK-born,60
150502369,UK-born,35
150513925,UK-born,40
150553365,UK-born,60
150553369,UK-born,61
150553373,UK-born,31
150555405,UK-born,47
150555409,UK-born,47
150555413,missing,18
150607765,UK-born,37
156437405,UK-born,63
156437413,UK-born,26
156741365,UK-born,64
156803249,UK-born,30
156863765,UK-born,61
156867165,UK-born,61
156867173,UK-born,32
156883489,UK-born,64
156982085,UK-born,56
156982089,UK-born,35
156982093,UK-born,34
157049405,UK-born,52
157049409,UK-born,55
157049413,missing,19
157049417,missing,17
157056205,UK-born,59
157165005,UK-born,49
157165009,UK-born,55
157165013,missing,18
157367645,UK-born,53
157367649,UK-born,53
157367653,missing,21
157367657,missing,19
157408445,missing,39
157408449,missing,39
157855266,Migrant,35
157855306,missing,16
157896066,UK-born,48
157896106,missing,26
157896146,missing,17
157909666,Migrant,42
158011666,UK-born,57
158011706,missing,28
158079746,missing,44
158079786,missing,42
158161266,UK-born,27
158161306,missing,56
158270066,UK-born,52
158270106,missing,53
158283666,UK-born,48
158283706,missing,50
158351666,UK-born,61
158467266,Migrant,34
158494466,Migrant,40
158528466,UK-born,36
158528506,UK-born,36
158548866,UK-born,56
158671266,UK-born,28
158671306,missing,29
158678066,UK-born,59
158793666,UK-born,41
158793706,missing,45
158861666,UK-born,36
158861706,missing,34
158868466,UK-born,51
158868506,UK-born,54
158868546,missing,23
158868586,missing,21
158922866,UK-born,46
158922906,UK-born,46
158950066,UK-born,35
158950106,missing,38
159004506,missing,53
159058866,UK-born,61
159086066,Migrant,45
159235666,UK-born,42
159235706,UK-born,42
159303666,UK-born,29
159303706,UK-born,30
159371666,UK-born,62
159371706,UK-born,23
159405666,UK-born,41
159405706,Migrant,39
159466866,UK-born,44
159466906,Migrant,44
159466946,Migrant,25
159466986,Migrant,19
159480466,UK-born,38
159480506,missing,38
159507666,UK-born,62
159507706,UK-born,58
159507746,UK-born,26
159528066,UK-born,29
159528106,UK-born,31
159609666,UK-born,25
159609706,UK-born,20
159609746,missing,18
159609786,UK-born,38
159636866,UK-born,52
159636906,Migrant,38
159664066,UK-born,59
159664106,UK-born,58
159691306,missing,45
159691346,missing,40
159718466,UK-born,47
159718506,missing,18
159745666,UK-born,55
159745706,missing,25
160010866,UK-born,33
160010906,UK-born,36
160044866,UK-born,31
160044906,UK-born,31
160065266,UK-born,64
160085666,UK-born,55
160085706,missing,61
160092466,UK-born,31
160092506,UK-born,31
160119746,missing,43
160133266,UK-born,47
160133306,missing,29
160133346,UK-born,19
160221666,Migrant,30
160276066,Migrant,29
160276106,Migrant,29
160337266,Migrant,62
160337306,UK-born,24
160344066,UK-born,29
160344106,missing,30
160344146,missing,29
160344186,missing,29
160350866,UK-born,35
160514066,Migrant,37
160588866,Migrant,50
160588906,Migrant,60
160588946,missing,19
160595666,UK-born,46
160595706,UK-born,44
160704466,UK-born,54
160772546,UK-born,34
160894866,UK-born,38
160894986,UK-born,43
160895026,UK-born,46
160922066,Migrant,52
160949266,UK-born,43
160969746,UK-born,23
160969786,missing,39
161166866,UK-born,54
161166906,missing,49
161166946,missing,29
161241666,UK-born,42
161241706,missing,51
161255266,UK-born,24
161282466,UK-born,36
161282506,missing,36
161302866,UK-born,52
161323266,UK-born,42
161323306,missing,22
161357266,UK-born,48
161357306,missing,25
161357346,missing,19
161370866,UK-born,64
161370906,missing,63
161370946,missing,28
161432066,UK-born,42
161568066,UK-born,45
161568106,missing,42
161568146,missing,16
161581666,UK-born,47
161608866,UK-born,29
161683706,UK-born,53
161690466,UK-born,50
161731266,missing,43
161744866,UK-born,58
161751666,UK-born,39
161751706,UK-born,40
161792466,UK-born,63
161826466,Migrant,55
161826506,missing,18
162010066,UK-born,64
162044146,UK-born,22
162091746,missing,32
162125666,Migrant,63
162173266,UK-born,35
162173306,UK-born,31
162200466,UK-born,49
162329666,Migrant,42
162329706,missing,40
162363706,missing,64
162397666,UK-born,55
162397706,UK-born,56
162397746,UK-born,29
162397786,UK-born,25
162397826,missing,17
162445266,UK-born,60
162445306,missing,49
162445346,missing,17
162472466,Migrant,55
162567666,UK-born,40
162567706,missing,34
162567746,missing,21
162635666,UK-born,58
162635706,missing,61
162635746,UK-born,35
162676506,missing,58
162962746,Migrant,32
162962786,UK-born,27
162989266,Migrant,36
162989306,missing,38
163172866,UK-born,34
163172906,Migrant,31
163186466,UK-born,30
163219049,UK-born,60
163220466,missing,49
163220506,missing,47
163220546,missing,19
163278213,UK-born,30
163281666,Migrant,57
163281706,missing,57
163342866,UK-born,45
163342906,missing,50
163342946,missing,24
163342986,missing,16
163412165,UK-born,55
163412169,missing,55
163469285,UK-born,42
163506066,UK-born,55
163506106,UK-born,50
163533266,Migrant,52
163574066,UK-born,28
163574106,UK-born,29
163587666,UK-born,30
163587706,UK-born,41
163591009,UK-born,64
163591021,UK-born,28
163621666,UK-born,61
163644045,UK-born,54
163644049,UK-born,30
163644053,UK-born,28
163644057,missing,25
163644061,UK-born,41
163644065,missing,18
163648809,UK-born,60
163648813,missing,36
163648817,UK-born,29
163666485,UK-born,56
163669266,UK-born,49
163669306,UK-born,54
163669346,missing,17
163696466,UK-born,32
163696506,UK-born,30
163737885,UK-born,61
163737889,UK-born,61
163737893,missing,33
163737897,UK-born,30
163737901,UK-born,27
163741289,missing,39
163741293,missing,37
163758293,UK-born,36
163784866,UK-born,50
163805266,UK-born,33
163805306,missing,35
163807249,missing,33
163820165,UK-born,56
163820169,UK-born,57
163820173,Migrant,27
163834449,missing,42
163834453,missing,19
163846066,Migrant,54
163893666,UK-born,30
163893706,UK-born,31
163984045,UK-born,57
163984049,UK-born,57
163984053,UK-born,28
163984057,UK-born,26
163984061,UK-born,21
163986769,missing,39
164005125,UK-born,56
164015329,UK-born,49
164015333,missing,18
164016066,Migrant,59
164029666,UK-born,57
164043266,missing,28
164079245,UK-born,51
164079253,UK-born,27
164097666,UK-born,52
164115965,UK-born,41
164115969,missing,42
164124866,UK-born,55
164142489,missing,58
164142493,UK-born,56
164172405,UK-born,56
164172409,UK-born,55
164172413,UK-born,24
164172417,UK-born,21
164179266,Migrant,55
164179306,missing,37
164199666,UK-born,52
164226866,UK-born,63
164315266,UK-born,31
164315306,missing,30
164369666,UK-born,31
164403666,UK-born,55
164403706,UK-born,58
164410466,UK-born,48
164410506,missing,55
164410546,missing,17
164471666,UK-born,43
164485266,missing,21
164485306,UK-born,43
164485346,missing,43
164546466,UK-born,46
164546506,missing,57
164594066,Migrant,41
164594106,Migrant,46
164600866,UK-born,51
164600906,UK-born,25
164600946,missing,16
164682466,Migrant,53
164682506,Migrant,53
164716466,UK-born,24
164798066,UK-born,33
164832066,UK-born,41
164832106,UK-born,42
164832146,missing,18
164832186,missing,16
164845666,UK-born,52
164859266,UK-born,57
164866066,Migrant,23
164900066,UK-born,27
164934066,Migrant,60
164934106,missing,25
164954466,UK-born,51
164981666,Migrant,22
165015666,UK-born,37
165015706,UK-born,33
165185666,UK-born,41
165185706,UK-born,43
170408762,UK-born,45
170830362,UK-born,41
171183322,missing,17
171196962,missing,16
171652522,missing,16
171693322,missing,16
171802202,missing,16
171808962,missing,16
171897322,missing,16
172087762,missing,16
172142122,missing,16
172196562,missing,16
172264602,missing,16
172502522,missing,16
172522922,missing,17
172550762,UK-born,52
172590922,missing,16
172638466,UK-born,30
172774466,Migrant,29
172774546,missing,38
172842546,UK-born,32
172910466,UK-born,40
172910546,missing,19
172978466,UK-born,32
172992066,Migrant,24
172998866,UK-born,37
172998882,UK-born,50
173053266,UK-born,37
173053306,UK-born,44
173903282,missing,42
173971482,missing,16
173971522,missing,16
173971562,missing,16
174277362,missing,16
174331722,missing,16
204004087,UK-born,60
204004095,UK-born,39
204004103,UK-born,36
204012931,UK-born,63
204017687,UK-born,50
204017691,UK-born,57
204017695,UK-born,27
204018367,UK-born,63
204021087,UK-born,61
204021202,missing,16
204025847,UK-born,61
204025851,UK-born,63
204025855,UK-born,25
204027895,UK-born,27
204038087,UK-born,46
204038091,UK-born,48
204038095,missing,18
204045567,UK-born,61
204046247,Migrant,62
204046251,Migrant,61
204046255,UK-born,25
204046259,missing,23
204046263,UK-born,21
204052371,UK-born,41
204053727,UK-born,63
204053735,UK-born,26
204053739,UK-born,23
204055087,UK-born,50
204055091,UK-born,51
204055095,UK-born,20
204055099,missing,17
204061207,UK-born,46
204065967,Migrant,63
204065971,UK-born,62
204072767,Migrant,57
204072769,UK-born,60
204072771,Migrant,61
204072773,UK-born,36
204072779,Migrant,30
204072781,UK-born,28
204082967,UK-born,52
204082971,UK-born,44
204083655,UK-born,28
204088411,UK-born,63
204089087,UK-born,54
204089091,UK-born,49
204089099,UK-born,29
204089103,UK-born,21
204090455,UK-born,24
204108807,UK-born,40
204108962,missing,16
204109487,UK-born,56
204112207,UK-born,53
204112211,UK-born,54
204112215,UK-born,21
204114247,UK-born,49
204114251,UK-born,52
204114255,UK-born,23
204114259,missing,18
204120367,UK-born,54
204120371,UK-born,57
204120375,UK-born,31
204120379,UK-born,28
204121727,UK-born,50
204128527,UK-born,53
204141447,UK-born,45
204141451,UK-born,49
204151647,UK-born,47
204151651,UK-born,47
204162527,UK-born,64
204163207,UK-born,50
204163219,UK-born,22
204166615,UK-born,50
204171367,UK-born,56
204171371,Migrant,55
204171375,UK-born,33
204171379,UK-born,29
204172727,UK-born,55
204172731,UK-born,57
204172735,UK-born,24
204172739,UK-born,21
204176135,UK-born,52
204184287,UK-born,54
204189047,UK-born,57
204189051,UK-born,59
204191767,UK-born,60
204191771,UK-born,61
204191779,UK-born,28
204191783,UK-born,25
204194487,UK-born,47
204194491,UK-born,26
204194495,UK-born,25
204199927,UK-born,44
204199931,UK-born,49
204201289,UK-born,36
204201293,UK-born,34
204206727,UK-born,42
204208087,Migrant,48
204208091,Migrant,49
204208095,UK-born,22
204208099,missing,20
204208103,missing,17
204210131,UK-born,35
204215567,UK-born,47
204215571,missing,16
204216247,UK-born,51
204216251,missing,52
204216259,UK-born,26
204216263,UK-born,23
204216267,missing,20
204216271,missing,17
204216935,missing,44
204227811,Migrant,33
204230527,UK-born,37
204230531,missing,16
204231887,UK-born,57
204231891,UK-born,56
204232567,UK-born,57
204232575,UK-born,31
204232583,UK-born,27
204237327,UK-born,64
204237335,UK-born,36
204242767,UK-born,50
204242771,UK-born,54
204242775,UK-born,29
204242779,UK-born,28
204242787,missing,17
204244127,UK-born,36
204244131,UK-born,64
204244135,UK-born,29
204246847,UK-born,59
204246859,UK-born,27
204246863,UK-born,25
204247527,UK-born,41
204247531,UK-born,53
204248887,Migrant,45
204248895,missing,23
204259767,UK-born,60
204259771,UK-born,30
204260447,UK-born,45
204260451,UK-born,49
204260455,missing,17
204265215,UK-born,57
204265885,UK-born,62
204265887,UK-born,64
204265889,UK-born,62
204265891,UK-born,61
204265895,UK-born,25
204267931,Migrant,36
204267935,Migrant,34
204275407,UK-born,61
204275415,Migrant,37
204275419,UK-born,30
204276087,UK-born,44
204276091,UK-born,53
204276095,missing,16
204282899,UK-born,30
204282903,UK-born,30
204286303,UK-born,29
204295811,UK-born,30
204299207,UK-born,63
204299211,UK-born,61
204299219,UK-born,31
204299223,UK-born,33
204300567,UK-born,50
204300571,UK-born,50
204300575,missing,20
204300579,missing,17
204301247,UK-born,62
204301251,UK-born,63
204301255,UK-born,35
204301927,Migrant,50
204301931,UK-born,26
204301935,missing,20
204303295,UK-born,40
204308731,UK-born,37
204308735,UK-born,42
204311447,UK-born,46
204311451,UK-born,46
204311455,missing,17
204314171,UK-born,58
204314847,UK-born,62
204314851,UK-born,63
204314863,UK-born,29
204320287,UK-born,53
204320291,UK-born,24
204321647,UK-born,47
204321651,UK-born,50
204321655,missing,17
204325047,UK-born,52
204325051,UK-born,43
204325727,UK-born,51
204325731,UK-born,55
204325735,UK-born,23
204325739,UK-born,20
204327767,UK-born,62
204332527,UK-born,53
204340005,UK-born,61
204340009,UK-born,54
204340693,UK-born,53
204359047,UK-born,55
204363127,UK-born,42
204363131,UK-born,43
204363135,missing,21
204363139,missing,19
204371287,UK-born,57
204375367,UK-born,48
204375371,UK-born,47
204375375,missing,18
204375379,missing,17
204379459,UK-born,46
204380127,UK-born,52
204387607,UK-born,62
204387611,UK-born,46
204388967,UK-born,61
204388971,UK-born,54
204395091,UK-born,47
204395095,UK-born,52
204396447,UK-born,57
204396451,UK-born,57
204396455,UK-born,29
204396459,missing,18
204400527,UK-born,62
204400531,UK-born,33
204402571,UK-born,56
204403255,UK-born,42
204404607,UK-born,55
204404615,UK-born,28
204404619,UK-born,24
204407327,UK-born,48
204408687,UK-born,51
204408691,UK-born,56
204408695,UK-born,22
204411407,UK-born,45
204414127,UK-born,53
204414131,UK-born,24
204415487,UK-born,57
204415491,UK-born,60
204417527,UK-born,41
204423647,Migrant,53
204423651,Migrant,54
204423655,Migrant,30
204427735,UK-born,28
204449026,missing,31
204449491,UK-born,31
204449495,UK-born,29
204450173,UK-born,59
204453573,UK-born,42
204457651,Migrant,56
204457659,UK-born,35
204457663,UK-born,33
204457671,UK-born,27
204457675,UK-born,25
204457679,UK-born,21
204463087,UK-born,47
204464447,Migrant,64
204476687,UK-born,62
204480095,UK-born,41
204480099,UK-born,38
204491647,UK-born,57
204491651,UK-born,53
204491655,UK-born,22
204495047,UK-born,57
204495051,UK-born,50
204495059,UK-born,20
204497781,UK-born,30
204499807,UK-born,43
204499811,missing,16
204511367,UK-born,56
204511371,UK-born,58
204511375,UK-born,28
204511379,UK-born,25
204516807,UK-born,49
204519533,UK-born,36
204519537,UK-born,34
204520207,UK-born,61
204520209,UK-born,63
204520211,UK-born,21
204520217,UK-born,25
204521573,UK-born,34
204521577,missing,33
204523688,UK-born,39
204523728,missing,20
204523768,missing,16
204524967,UK-born,61
204524975,UK-born,30
204531775,UK-born,35
204533807,UK-born,61
204533811,UK-born,62
204533819,UK-born,27
204551499,Migrant,53
204552169,UK-born,51
204552845,UK-born,60
204552849,UK-born,31
204556251,UK-born,56
204559647,UK-born,60
204559651,UK-born,62
204559655,UK-born,25
204561007,UK-born,63
204561015,UK-born,35
204562367,UK-born,62
204562371,UK-born,63
204562375,UK-born,33
204562379,UK-born,38
204564546,missing,35
204568487,UK-born,43
204568491,UK-born,25
204568495,UK-born,23
204568499,missing,19
204571294,UK-born,44
204571342,missing,51
204571887,UK-born,58
204571891,UK-born,58
204571895,UK-born,29
204571899,UK-born,26
204574607,UK-born,44
204574611,UK-born,52
204574615,missing,18
204578011,UK-born,64
204588207,UK-born,48
204591746,missing,27
204595687,Migrant,51
204595691,Migrant,55
204595695,UK-born,22
204595699,missing,17
204597047,UK-born,47
204597051,UK-born,45
204597055,UK-born,20
204597059,missing,17
204598407,UK-born,59
204598411,UK-born,34
204612687,UK-born,53
204612691,UK-born,22
204612695,UK-born,20
204618127,UK-born,60
204618131,UK-born,60
204621527,UK-born,61
204621539,UK-born,33
204624935,UK-born,38
204625607,UK-born,49
204625611,UK-born,48
204633767,UK-born,45
204633771,Migrant,45
204637847,UK-born,41
204637851,UK-born,42
204639887,UK-born,62
204639891,UK-born,61
204639899,UK-born,28
204652906,missing,26
204653487,UK-born,48
204653491,UK-born,55
204654167,UK-born,63
204654175,UK-born,27
204654179,UK-born,25
204658927,UK-born,55
204658931,UK-born,54
204658935,UK-born,21
204658939,missing,19
204658943,missing,17
204659615,UK-born,38
204662339,UK-born,35
204665055,UK-born,40
204665731,UK-born,57
204668447,UK-born,36
204668455,UK-born,36
204680146,missing,47
204688167,UK-born,57
204696325,UK-born,61
204696327,UK-born,64
204696329,UK-born,64
204696331,UK-born,55
204696333,UK-born,26
204696335,UK-born,41
204696339,UK-born,39
204696343,UK-born,27
204696347,UK-born,25
204701095,UK-born,50
204701099,UK-born,38
204711287,UK-born,57
204717407,UK-born,62
204717411,UK-born,33
204718775,UK-born,38
204720135,UK-born,45
204721010,UK-born,46
204724899,UK-born,33
204726247,UK-born,54
204726251,UK-born,54
204726255,missing,19
204727607,UK-born,53
204727611,UK-born,51
204727615,missing,22
204744607,UK-born,48
204744611,UK-born,30
204748102,UK-born,31
204749371,UK-born,62
204749375,missing,22
204750731,Migrant,39
204754127,UK-born,54
204754131,UK-born,56
204754135,missing,18
204755491,UK-born,50
204755495,missing,18
204755499,missing,17
204757527,UK-born,62
204757531,UK-born,55
204757539,UK-born,27
204760255,UK-born,26
204762422,UK-born,26
204766367,UK-born,52
204766371,UK-born,52
204766375,UK-born,29
204766379,UK-born,26
204769767,UK-born,61
204782007,UK-born,61
204784727,UK-born,48
204784735,Migrant,24
204784739,UK-born,20
204789491,UK-born,42
204790167,UK-born,64
204791527,UK-born,50
204791531,UK-born,51
204791535,missing,18
204791539,missing,17
204796967,UK-born,49
204796971,UK-born,51
204796975,UK-born,21
204796979,missing,18
204799823,Migrant,63
204803087,UK-born,41
204803091,UK-born,42
204804583,UK-born,38
204804587,missing,18
204808527,Migrant,59
204809986,missing,36
204811247,Migrant,56
204811251,Migrant,59
204811255,UK-born,29
204811259,UK-born,25
204811263,UK-born,21
204812607,UK-born,50
204812611,Migrant,57
204816005,UK-born,59
204816009,UK-born,60
204816021,UK-born,33
204822926,missing,17
204834365,UK-born,60
204835727,UK-born,54
204837087,UK-born,42
204838447,UK-born,54
204838455,missing,21
204838459,missing,19
204839127,Migrant,57
204839131,UK-born,57
204839139,UK-born,21
204839143,missing,20
204854223,UK-born,46
204854227,UK-born,46
204863607,UK-born,64
204866327,Migrant,43
204870490,UK-born,42
204884687,UK-born,47
204884699,missing,24
204884703,missing,19
204885367,UK-born,53
204885375,UK-born,27
204885379,UK-born,25
204888087,UK-born,62
204888103,missing,35
204888779,UK-born,37
204888783,missing,31
204890906,missing,30
204896927,UK-born,60
204896931,UK-born,60
204896935,UK-born,28
204896939,UK-born,28
204918134,UK-born,57
204928899,UK-born,30
204933647,UK-born,52
204933651,UK-born,59
204937727,UK-born,52
204937731,Migrant,51
204937735,missing,19
204945213,UK-born,47
204945217,missing,46
204946575,UK-born,41
204979211,UK-born,39
204979215,missing,18
204992807,UK-born,61
204993487,UK-born,58
204993491,UK-born,33
204993495,missing,31
204994167,UK-born,61
204994171,UK-born,63
204994175,UK-born,39
204994179,missing,32
205000295,UK-born,42
205002327,UK-born,64
205002331,UK-born,62
205020007,UK-born,51
205020011,Migrant,52
205024771,UK-born,53
205024775,UK-born,31
205024783,missing,20
205026968,Migrant,34
205028847,UK-born,60
205028851,UK-born,59
205028855,UK-born,33
205028859,UK-born,30
205033738,UK-born,45
205033778,missing,21
205037687,UK-born,55
205037691,UK-born,23
205037695,UK-born,20
205037699,missing,18
205044487,UK-born,51
205044491,UK-born,48
205050607,UK-born,62
205050611,UK-born,63
205058095,UK-born,34
205058099,UK-born,30
205058767,UK-born,46
205058771,UK-born,48
205058775,missing,16
205060807,Migrant,50
205060815,UK-born,20
205060819,missing,18
205060904,UK-born,29
205061487,UK-born,46
205061491,UK-born,45
205061495,missing,16
205078495,UK-born,40
205078499,UK-born,38
205078503,missing,36
205085293,UK-born,46
205087327,UK-born,63
205098887,UK-born,36
205098891,UK-born,41
205102295,UK-born,34
205104327,UK-born,62
205104333,UK-born,45
205104335,UK-born,26
205104337,UK-born,42
205105687,UK-born,45
205106375,UK-born,56
205108576,UK-born,47
205109091,UK-born,53
205113167,Migrant,44
205113171,UK-born,59
205113175,UK-born,20
205113179,missing,18
205126767,UK-born,50
205126775,UK-born,27
205128127,UK-born,47
205128131,UK-born,44
205128135,missing,20
205138327,Migrant,63
205138331,Migrant,53
205138335,UK-born,26
205138339,missing,23
205138343,UK-born,20
205139687,UK-born,51
205139691,UK-born,51
205142415,UK-born,41
205142419,UK-born,41
205143767,UK-born,56
205143771,UK-born,53
205143775,UK-born,25
205143779,UK-born,20
205144447,UK-born,59
205144451,UK-born,57
205145135,UK-born,35
205145139,UK-born,32
205146487,UK-born,54
205146495,UK-born,27
205146499,UK-born,25
205146503,UK-born,23
205150703,UK-born,49
205150707,Migrant,47
205156693,UK-born,32
205158049,UK-born,63
205158057,missing,33
205158061,missing,29
205161455,UK-born,44
205169607,UK-born,60
205169611,UK-born,31
